,Accuracy,Percent
0,0.8444889779559118,0.7
1,0.836940836940837,0.6
2,0.8326599326599327,0.5
3,0.8225509058842392,0.4
4,0.8124441695870267,0.3
5,0.8011063011063011,0.2
6,0.7675966009299343,0.1
