,Accuracy,Percent
0,0.5532795265645861,0.7
1,0.5423635543527289,0.6
2,0.5339126167347469,0.5
3,0.5216690522871886,0.4
4,0.5044822591204565,0.3
5,0.47842344800833564,0.2
6,0.42630036365677537,0.1
