1688.,946.
1137.,700.
679.,280.
397.,352.
620.,198.
1082.,894.
1922.,279.
457.,487.
414.,921.
1216.,917.
659.,992.
452.,483.
1701.,486.
839.,930.
1300.,602.
534.,925.
1982.,165.
1945.,881.
1879.,147.
378.,921.
1035.,381.
289.,561.
1864.,150.
686.,381.
1729.,697.
2010.,335.
1944.,345.
1253.,532.
514.,909.
1949.,916.
542.,878.
1124.,724.
414.,921.
1752.,720.
443.,922.
1718.,517.
1254.,233.
179.,863.
193.,599.
450.,932.
1361.,944.
1128.,155.
1414.,602.
1276.,513.
878.,632.
1257.,521.
919.,695.
548.,43.
298.,930.
1832.,302.
1792.,160.
658.,392.
1476.,525.
1039.,761.
518.,911.
1958.,343.
917.,747.
1774.,154.
905.,1000.
1896.,925.
1255.,524.
1700.,545.
423.,306.
1974.,350.
1860.,150.
1720.,557.
542.,782.
608.,863.
1640.,939.
1048.,825.
546.,56.
541.,790.
1286.,446.
1187.,617.
1912.,114.
1449.,573.
679.,282.
1177.,895.
758.,906.
301.,629.
1712.,527.
544.,84.
596.,152.
1283.,296.
997.,449.
1015.,861.
557.,458.
1544.,560.
1501.,962.
699.,965.
327.,642.
506.,933.
433.,496.
1107.,720.
1904.,383.
758.,1010.
352.,927.
682.,306.
844.,555.
403.,911.
1329.,944.
1895.,404.
1674.,381.
883.,637.
1013.,881.
1621.,532.
890.,642.
1110.,657.
695.,995.
571.,956.
537.,788.
1861.,305.
1057.,735.
521.,839.
1262.,419.
195.,782.
1919.,392.
327.,564.
579.,761.
817.,1007.
1294.,266.
1108.,659.
1214.,558.
301.,532.
1633.,939.
547.,37.
564.,940.
1292.,620.
628.,402.
494.,87.
688.,975.
1968.,283.
1087.,647.
877.,631.
1048.,349.
1956.,385.
617.,979.
1270.,930.
563.,767.
614.,946.
1715.,521.
1764.,845.
1027.,391.
1916.,823.
1561.,946.
1466.,974.
540.,474.
186.,857.
1318.,921.
185.,635.
1357.,571.
628.,913.
1083.,727.
578.,148.
1015.,825.
499.,67.
1067.,194.
682.,306.
1801.,931.
1371.,608.
1024.,680.
1210.,566.
951.,744.
1888.,396.
341.,536.
367.,495.
536.,782.
1976.,156.
1345.,940.
1515.,507.
1886.,320.
425.,946.
1352.,593.
662.,1015.
721.,869.
836.,523.
508.,32.
82.,887.
1768.,823.
1729.,396.
1823.,755.
1805.,745.
1050.,322.
449.,951.
153.,691.
980.,462.
1727.,401.
843.,562.
192.,811.
1941.,390.
966.,687.
1066.,731.
1067.,851.
1872.,314.
1695.,388.
456.,691.
1919.,392.
1950.,388.
1733.,390.
219.,593.
1301.,307.
1085.,830.
622.,222.
1671.,498.
1380.,957.
387.,393.
179.,628.
636.,987.
1084.,153.
437.,498.
1600.,567.
444.,680.
576.,891.
1749.,148.
530.,755.
495.,493.
1230.,349.
621.,1006.
1882.,927.
1651.,487.
1739.,697.
449.,684.
1123.,864.
507.,942.
971.,793.
571.,759.
461.,499.
539.,917.
1795.,682.
1688.,397.
1158.,926.
183.,617.
573.,937.
1067.,651.
389.,386.
1079.,892.
1641.,522.
1807.,745.
323.,519.
1351.,595.
1422.,969.
623.,811.
547.,469.
877.,1009.
